time,lat_0_lon_0,lat_0_lon_1,lat_0_lon_2,lat_0_lon_3,lat_0_lon_4,lat_1_lon_0,lat_1_lon_1,lat_1_lon_2,lat_1_lon_3,lat_1_lon_4,lat_2_lon_0,lat_2_lon_1,lat_2_lon_2,lat_2_lon_3,lat_2_lon_4,lat_3_lon_0,lat_3_lon_1,lat_3_lon_2,lat_3_lon_3,lat_3_lon_4,lat_4_lon_0,lat_4_lon_1,lat_4_lon_2,lat_4_lon_3,lat_4_lon_4
1078200,,,0.42373514514461763,0.5736577358697871,0.6813232244803282,,,,0.4337486764514016,0.6515229553113392,,,,0.34026234817126655,0.5558336501437117,,,,,,,,,,
1078201,,,0.45269427768383685,0.5857540816883822,0.682404685861461,,,,0.46074515685449113,0.6675446054021935,,,,0.35844692102438624,0.5842720790549781,,,,,,,,,,
1078202,,,0.48986450589461894,0.6038986004162746,0.6844474462480449,,,,0.4974347355625476,0.6864100983841745,,,,0.3809973935272637,0.6192793845034948,,,,,,,,,,
1078203,,,0.5309199842524331,0.6307749184436828,0.6937800574259675,,,,0.5428961676953468,0.7184133444406561,,,,0.41103798744761555,0.6654617908903825,,,,,,,,,,
1078204,,,0.5644452870675458,0.6616165948685774,0.7128858751593113,,,,0.5813080737881701,0.7583072531668833,,,,0.43995706586160765,0.7143678777927153,,,,,,,,,,
1078205,,,0.5884377080786002,0.6904956191573424,0.7395619225605837,,,,0.6062617938046757,0.7932745044901729,,,,0.4651511106294761,0.7476128017312381,,,,,,,,,,
1078206,,,0.6068626056830827,0.7147684190449867,0.7692420293538914,,,,0.6268896682966506,0.8202709848932624,,,,0.5040837203502522,0.7753302563884161,,,,,,,,,,
1078207,,,0.6220030650189401,0.7340745074044661,0.7999635434031046,,,,0.6410287745018296,0.8417399960150073,,,,0.5492647736064614,0.8007245717824202,,,,,,,,,,
1078208,,,0.6288122663075532,0.7510174023755446,0.8318065729586777,,,,0.6451944035254518,0.8600046771185812,,,,0.5852333780604294,0.825117534045746,,,,,,,,,,
1078209,,,0.6312555679464085,0.7615115831850542,0.8539164500840566,,,,0.6461557025309029,0.8697778836740024,,,,0.6118693713364747,0.8486693596793018,,,,,,,,,,
1078210,,,0.6516431176870205,0.7830206484320261,0.8700582625505924,,,,0.6681454172806005,0.8918877607993814,,,,0.6360220088484376,0.8766271390878426,,,,,,,,,,
1078211,,,0.6958628719377785,0.8358520396066184,0.9137573131733976,,,,0.7070780270013766,0.9367083269285463,,,,0.6594937262315392,0.9094715217740941,,,,,,,,,,
1078212,,,0.7427261984535275,0.8931294386814226,0.9708744957472932,,,,0.7422455489508019,0.9806477023027145,,,,0.6755954845728478,0.9381502754367232,,,,,,,,,,
1078213,,,0.7771326920236372,0.939231736817856,1.021502910034393,,,,0.7655169957077678,1.0111288916005647,,,,0.6825248482371423,0.956054469413253,,,,,,,,,,
1078214,,,0.8013253836608273,0.9725968231320601,1.0569508108604082,,,,0.7933946668658544,1.0466969548022615,,,,0.6888934541482569,0.9822098131865726,,,,,,,,,,
1078215,,,0.8130612423523781,0.9911418831122241,1.078700200858743,,,,0.8042493348024081,1.0761367368442063,,,,0.6825649023623694,1.0040793655605889,,,,,,,,,,
1078216,,,0.8143029202344193,0.9932647517492622,1.0832263170094092,,,,0.7957578602542553,1.0848284820184948,,,,0.667104010024695,1.0072836955787596,,,,,,,,,,
1078217,,,0.808334855575576,0.98168910955862,1.0702888345610444,,,,0.7835814061852061,1.0800620411164656,,,,0.6461156484056758,0.9975505431485657,,,,,,,,,,
1078218,,,0.8017659790383257,0.9687516271102551,1.0511429627024735,,,,0.7680804597223044,1.0690872108042304,,,,0.616956245240321,0.9760815320268209,,,,,,,,,,
1078219,,,0.7949968318749397,0.9571359307943856,1.0352414749873007,,,,0.7475326934807838,1.049180310566344,,,,0.5905605767156384,0.9478433737416901,,,,,,,,,,
1078220,,,0.7857443289474714,0.9409140100773956,1.0148939793719156,,,,0.7273053602410802,1.0229448585425698,,,,0.5704133517263891,0.9264945249956267,,,,,,,,,,
1078221,,,0.7729270088747879,0.9189242953276981,0.9874168494661004,,,,0.7116441972772701,0.9987521669053798,,,,0.5559938666446201,0.9141578544256689,,,,,,,,,,
1078222,,,0.7573059000362049,0.8865605621441723,0.9498060258778198,,,,0.6930991372971061,0.9701935756184319,,,,0.5440176832017066,0.8986569079627673,,,,,,,,,,
1078223,,,0.7591083356714261,0.8736230796958074,0.9252528471135855,,,,0.7007494752154891,0.9557740905366631,,,,0.5432967089476182,0.8921681396759713,,,,,,,,,,
1078224,,,0.7588680109200633,0.8739835668228517,0.9213675969665533,,,,0.7263040071104018,0.9661481089704913,,,,0.5561140290203016,0.8974552842059533,,,,,,,,,,
